"RPT_REC_NUM","ProviderNumber","SNF_Name","Address","City","State","ZipCode","County","SNF_BedCount","SNF_BedDaysAvailable","SNF_MedicareInpatientDays","SNF_MedicaidInpatientDays","SNF_OtherInpatientDays","SNF_MedicareDischarges","SNF_MedicaidDischarges","SNF_OtherDischarges","SNF_MedicareALOS","SNF_MedicaidALOS","PRVDR_CTRL_TYPE_CD","PRVDR_NUM","NPI","RPT_STUS_CD","FY_BGN_DT","FY_END_DT","PROC_DT","INITL_RPT_DT","LAST_RPT_DT","TRNSMTL_NUM","FI_NUM","ADR_VNDR_CD","FI_CREAT_DT","UTIL_CD","NPR_DT","SPEC_IND","FI_RCPT_DT","YEAR","DAYS_IN_COST_REPORTING_PERIOD"
"1203712","395688","FRIENDSHIP VILLAGE OF SOUTH HILLS","1290 BOYCE ROAD","UPPER ST. CLAIR","PA","15241","ALLEGHENY",70,25550,927,608,22475,14,2,82,66,304,2,"395688",NA,2,2017-01-01,2017-12-31,"07/30/2018","N","N","F",5001,4,"","F","07/20/2018","F","",2017,364
"1203713","396116","LITTLE SISTERS OF THE POOR","1028 BENTON AVENUE","PITTSBURGH","PA","15212","ALLEGHENY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"396116",NA,2,2017-01-01,2017-12-31,"07/30/2018","N","N","F",12001,4,"","L","07/30/2018","F","",2017,364
"1203714","445136","7028 SIGNATURE HEALTHCARE OF PUTNAM","278 DRY VALLEY ROAD","COOKEVILLE","TN","38506","PUTNAM",175,63875,10591,32656,8641,248,109,147,42,299,5,"445136",NA,2,2017-01-01,2017-12-31,"07/30/2018","N","N","F",5901,4,"","F","07/27/2018","F","",2017,364
"1203715","445143","7017 THE BRIDGE AT ROCKWOOD","5580 ROANE STATE HIGHWAY","ROCKWOOD","TN","37854","ROANE",157,57305,2730,25293,5390,65,91,97,42,277,5,"445143",NA,2,2017-01-01,2017-12-31,"07/30/2018","N","N","F",5901,4,"","F","07/27/2018","F","",2017,364
"1203716","445170","GOOD SAMARITAN HEALTH & REHAB","500 HICKORY HOLLOW TERRACE","ANTIOCH","TN","37013","DAVIDSON",50,18250,1600,5528,3788,37,33,102,43,167,5,"445170",NA,2,2017-01-01,2017-12-31,"07/30/2018","N","N","F",5901,4,"","F","07/27/2018","F","",2017,364
"1203717","445209","7019 SPRING CITY CARE & REHABILITATI","331 HINCH STREET","SPRING CITY","TN","37381","RHEA",138,50370,3449,22928,5549,74,54,93,46,424,5,"445209",NA,2,2017-01-01,2017-12-31,"07/30/2018","N","N","F",5901,4,"","F","07/30/2018","F","",2017,364
"1203718","445241","7008 SIGNATURE HEALTHCARE OF MEMPHIS","1150 DOVE CREST ROAD","MEMPHIS","TN","38134","SHELBY",140,51100,7378,30227,7960,132,82,186,55,368,5,"445241",NA,2,2017-01-01,2017-12-31,"07/30/2018","N","N","F",5901,4,"","F","07/26/2018","F","",2017,364
"1203719","455840","ARBORS HEALTHCARE & REHABILITATION","1884 LOOP 343 WEST","RUSK","TX","75785","CHEROKEE",110,40150,1623,14689,4849,39,43,68,41,341,4,"455840",NA,2,2017-01-01,2017-12-31,"07/30/2018","N","N","F",4011,4,"","F","07/27/2018","F","",2017,364
"1203720","455910","CHANDLER NURSING CENTER","330 CHERRY STREET","CHANDLER","TX","75758","HENDERSON",90,32850,2244,NA,21844,39,NA,51,57,NA,6,"455910",NA,2,2017-01-01,2017-12-31,"07/30/2018","N","N","F",4011,4,"","F","07/27/2018","F","",2017,364
"1203721","495270","SNC-VIRGINIA BEACH","3750 SENTARA WAY","VIRGINIA BEACH","VA","23462","CITY OF VIRGINIA BEACH",116,42340,3329,9625,22017,219,53,291,15,181,2,"495270",NA,2,2017-01-01,2017-12-31,"07/30/2018","N","N","F",5901,4,"","F","07/20/2018","F","",2017,364
"1203722","505331","BROOKFIELD HEALTH AND REHAB OF CASCA","510 N PARKWAY AVENUE","BATTLE GROUND","WA","98604","CLARK",83,10126,199,5959,673,2,10,8,99,595,4,"505331",NA,2,2017-09-01,2017-12-31,"07/30/2018","N","N","F",5901,4,"","F","07/20/2018","F","",2017,121
"1203724","505362","VIEW RIDGE CARE CENTER","5129 HILLTOP RD","EVERETT","WA","98203","SNOHOMISH",70,10710,929,5990,1613,24,19,31,38,315,6,"505362",NA,2,2017-08-01,2017-12-31,"07/30/2018","N","N","F",5901,4,"","F","07/20/2018","F","",2017,152
"1203725","505439","BAYVIEW MANOR","11 WEST ALOHA","SEATTLE","WA","98119","KING",50,18250,2087,3789,5168,98,18,109,21,210,2,"505439",NA,2,2017-01-01,2017-12-31,"07/30/2018","N","N","F",5901,4,"","F","07/20/2018","F","",2017,364
"1203727","555055","BALDWIN GARDENS NURSING CENTER","10786 LIVE OAK STREET","TEMPLE CITY","CA","91780","LOS ANGELES",59,21535,2025,1169,17363,27,7,34,75,167,4,"555055",NA,2,2017-01-01,2017-12-31,"07/30/2018","N","N","F",4011,4,"","F","07/27/2018","F","",2017,364
"1203728","675201","HILLSIDE NURSING & REHAB","101 S 34TH STREET","GATESVILLE","TX","76528","CORYELL",116,42340,6659,24920,7970,195,17,69,34,1465,4,"675201",NA,2,2017-01-01,2017-12-31,"07/30/2018","N","N","F",4011,4,"","F","07/27/2018","F","",2017,364
"1203729","675277","CARE INN LA GRANGE","457 NORTH MAIN","LA GRANGE","TX","78945","FAYETTE",98,21070,1322,5131,2177,34,40,61,38,128,4,"675277",NA,2,2017-03-31,2017-11-01,"07/30/2018","N","N","F",4011,4,"","F","07/27/2018","F","",2017,215
"1203730","675432","REGENT CARE CENTER OF SAN ANTONIO","16400 BLANCO ROAD","SAN ANTONIO","TX","78232","BEXAR",128,46720,2870,18484,10444,70,97,125,41,190,4,"675432",NA,2,2017-01-01,2017-12-31,"07/30/2018","N","N","F",4011,4,"","F","07/27/2018","F","",2017,364
"1203732","676099","WESTMINSTER MANOR","4100 JACKSON AVENUE","AUSTIN","TX","78731","TRAVIS",85,31025,864,NA,29419,19,NA,253,45,NA,2,"676099",NA,2,2017-01-01,2017-12-31,"07/30/2018","N","N","F",4011,4,"","F","07/27/2018","F","",2017,364
"1203733","676153","REGENT CARE OF LEAGUE CITY","2620 WEST WALKER","LEAGUE CITY","TX","77573","GALVESTON",194,70810,3715,36257,10973,100,142,127,37,255,4,"676153",NA,2,2017-01-01,2017-12-31,"07/30/2018","N","N","F",4011,4,"","F","07/27/2018","F","",2017,364
"1203734","676249","THE CARLYLE AT STONEBRIDGE PARK","170 STONEBRIDGE LANE","SOUTHLAKE","TX","76092","TARRANT",112,40880,7033,10461,11934,268,40,365,26,261,11,"676249",NA,2,2017-01-01,2017-12-31,"07/30/2018","N","N","F",4011,4,"","F","07/27/2018","F","",2017,364
"1203736","676347","AMARILLO CENTER FOR SKILLED NURSING","6641 W AMARILLO BLVD","AMARILLO","TX","79106","POTTER COUNTY",122,44530,7827,14182,9486,241,33,199,32,429,4,"676347",NA,2,2017-01-01,2017-12-31,"07/30/2018","N","N","F",4011,4,"","F","07/27/2018","F","",2017,364
"1203737","676354","ACCEL AT HERMANN PARK","5600 CHENEVERT ST","HOUSTON","TX","77004","HARRIS",80,29200,2188,718,3468,53,4,88,41,179,5,"676354",NA,2,2017-01-01,2017-12-31,"07/30/2018","N","N","F",4011,4,"","F","07/27/2018","F","",2017,364
"1203738","035016","HANDMAKER SERVICES FOR THE AGING","5100 EAST GRANT ROAD","TUCSON","AZ","85712","PIMA",94,34310,5383,9013,12761,323,29,585,16,310,4,"035016",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",3001,4,"","F","07/27/2018","F","",2017,364
"1203739","035093","HAVEN OF COTTONWOOD","197 S. WILLARD ST.","COTTONWOOD","AZ","86326","YUVAPAI",70,25550,5948,9921,3567,219,41,105,27,241,4,"035093",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",3001,4,"","F","07/30/2018","F","",2017,364
"1203740","035099","AVALON SOUTHWEST HEALTH & REHAB","2900 E MILBER ST","TUCSON","AZ","85714","PIMA",240,87600,1922,45066,7600,86,345,201,22,130,4,"035099",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",3001,4,"","F","07/27/2018","F","",2017,364
"1203741","035125","RIDGECREST HEALTHCARE","16640 NORTH 38TH STREET","PHOENIX","AZ","85032","MARICOPA",200,73000,1778,37269,6291,80,227,94,22,164,4,"035125",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",3001,4,"","F","07/27/2018","F","",2017,364
"1203742","035193","ALLEGIANT HEALTHCARE OF MESA","3130 EAST BROADWAY ROAD","MESA","AZ","85204","MARICOPA",204,56916,3929,24280,11253,113,154,344,34,157,4,"035193",NA,2,2017-03-28,2017-12-31,"07/31/2018","N","N","F",3001,4,"","F","07/30/2018","F","",2017,278
"1203745","035272","VI AT GRAYHAWK","7501 E THOMPSON PEAK PKWY","SCOTTSDALE","AZ","85255","MARICOPA",36,13140,2190,NA,9276,63,NA,96,34,NA,4,"035272",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",3001,4,"","F","07/30/2018","F","",2017,364
"1203746","045098","HERITAGE OF HOT SPRINGS HEALTH & REH","552 GOLF LINKS ROAD","HOT SPRINGS","AR","71901","GARLAND",152,55480,3429,34511,5355,22,35,13,155,986,4,"045098",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",1011,4,"","F","07/30/2018","F","",2017,364
"1203747","055493","MID-TOWN POST-ACUTE","2600 L STREET","SACRAMENTO","CA","95816","SACRAMENTO",100,36500,11004,18736,5024,373,39,119,29,480,4,"055493",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",1011,4,"","F","07/13/2018","F","",2017,364
"1203748","055516","WINDSOR CHICO CARE CENTER","188 COHASSET LANE","CHICO","CA","95926","BUTTE",76,27740,5791,14903,1812,160,40,28,36,372,6,"055516",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",1011,4,"","F","07/13/2018","F","",2017,364
"1203749","055670","BROADWAY MANOR CONVALESCENT HOSPITAL","605 W BROADWAY","GLENDALE","CA","91204","LOS ANGELES",78,28470,7056,17379,1876,154,77,91,45,225,4,"055670",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",1011,4,"","F","07/26/2018","F","",2017,364
"1203750","055684","THE CALIFORNIAN","2225 DE LA VINA","SANTA BARBARA","CA","93105","SANTA BARBARA",68,24820,4534,9928,5258,180,30,153,25,330,4,"055684",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",1011,4,"","F","07/26/2018","F","",2017,364
"1203751","055929","CRYSTAL COVE CARE CENTER","1445 SUPERIOR AVENUE","NEWPORT BEACH","CA","92663","ORANGE",96,35040,8249,570,23952,301,1,377,27,570,4,"055929",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",1011,4,"","F","07/26/2018","F","",2017,364
"1203752","056073","SACRAMENTO POST-ACUTE","5255 HEMLOCK STREET","SACRAMENTO","CA","95841","SACRAMENTO",99,36135,4005,20672,8590,133,45,203,30,459,4,"056073",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",1011,4,"","F","07/26/2018","F","",2017,364
"1203754","056082","CANYON SPRINGS POST-ACUTE","180 N JACKSON AVENUE","SAN JOSE","CA","95116","SANTA CLARA",199,72635,6734,5135,49198,183,25,215,36,205,4,"056082",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",1011,4,"","F","07/30/2018","F","",2017,364
"1203755","056149","CALIFORNIA HEALTHCARE & REHAB CENTER","6700 SEPULVEDA BLVD","VAN NUYS","CA","91411","LOS ANGELES",201,73365,7552,50836,6974,144,127,173,52,400,4,"056149",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",1011,4,"","F","07/30/2018","F","",2017,364
"1203756","056159","SHERMAN VILLAGE HEALTH CARE CENTER","12750 RIVERSIDE DRIVE","NORTH HOLLYWOOD","CA","91607","LOS ANGELES",108,39420,4460,25020,5919,84,53,30,53,472,4,"056159",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",1011,4,"","F","07/30/2018","F","",2017,364
"1203757","056322","VERDUGO VALLEY S/N & WELLNESS","2635 HONOLULU AVENUE","MONTROSE","CA","91020","LOS ANGELES",138,50370,6444,36752,2029,87,19,285,74,1934,6,"056322",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",1011,4,"","F","07/30/2018","F","",2017,364
"1203758","056428","CALIFORNIA NURSING & REHAB","2299 NORTH INDIAN CANYON DR","PAL SPRINGS","CA","92262","RIVERSIDE",80,29200,3698,11472,10371,104,35,1092,35,327,6,"056428",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",1011,4,"","F","07/30/2018","F","",2017,364
"1203759","056477","EASTLAND SUBACUTE AND REHAB CENTER","3825 DURFEE AVE","EL MONTE","CA","91732","LOS ANGELES",139,50735,4787,37198,2997,120,196,104,39,189,4,"056477",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",1011,4,"","F","07/30/2018","F","",2017,364
"1203762","065296","CAMBRIDGE CARE CENTER","1685 EATON STREET","LAKEWOOD","CO","80214","JEFFERSON",109,39785,918,29584,1326,22,65,62,41,455,4,"065296",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",4011,4,"","F","07/31/2018","F","",2017,364
"1203763","075195","PARKWAY PAVILION HEALTH & REHAB CTR","1157 ENFIELD STREET","ENFIELD","CT","06082","HARTFORD",130,47450,6060,26743,9912,184,142,136,32,188,5,"075195",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",5901,4,"","F","07/25/2018","F","",2017,364
"1203767","105616","CPLACE OF ST. PETE","10501 ROOSEVELT BLVD N","ST. PETERSBURG","FL","33716","PINELLAS",120,43800,6712,26387,7126,187,69,171,35,382,4,"105616",NA,1,2017-01-01,2017-12-31,"07/31/2018","N","N","F",9001,4,"","F","","F","",2017,364
"1203770","105805","CRESTWOOD NURSING CENTER","501 SOUTH PALM AVENUE","PALATKA","FL","32177","PUTNAM",65,23725,3736,12945,3208,86,50,23,43,258,4,"105805",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",5901,4,"","F","07/30/2018","F","",2017,364
"1203771","105826","EDGEWOOD NURSING CENTER","1771 EDGEWOOD AVENUE WEST","JACKSONVILLE","FL","32208","DUVAL",60,21900,2556,14875,1868,29,53,37,88,280,4,"105826",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",5901,4,"","F","07/30/2018","F","",2017,364
"1203772","105924","REGENCY CARE OF BLOUNTSTOWN  LLC","16690 CHIPOLA ROAD","BLOUNTSTOWN","FL","32424","CALHOUN",96,35040,3071,20559,6087,68,63,49,45,326,6,"105924",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",8001,4,"","F","07/30/2018","F","",2017,364
"1203773","105995","HARBORCHASE OF NAPLES","7801 AIRPORT PULLING ROAD NORTH","NAPLES","FL","34109","COLLIER",40,14600,5617,2698,3220,251,7,48,22,385,4,"105995",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",8001,4,"","F","07/30/2018","F","",2017,364
"1203775","115273","DOUGLASVILLE NURSING & REHAB CTR LLC","4028 HIGHWAY 5","DOUGLASVILLE","GA","30135","DOUGLAS",246,89790,9388,NA,71614,272,NA,352,34,NA,6,"115273",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",5901,4,"","F","07/30/2018","F","",2017,364
"1203776","115368","CARROLTON NURSING & REHAB CTR","2327 NORTH HWY 27","CARROLTON","GA","30117","CARROLL",159,58035,3438,29794,6298,64,137,60,53,217,6,"115368",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",5901,4,"","F","07/30/2018","F","",2017,364
"1203777","125020","AVALON CARE CENTER - HONOLULU  LLC","1930 KAMEHAMEHA IV RD","HONOLULU","HI","96819","HONOLULU",108,39420,2146,18911,13930,81,48,307,26,393,4,"125020",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",3001,4,"","F","07/30/2018","F","",2017,364
"1203778","135020","GEM HEALTHCARE  INC.","714 NORTH BUTTE","EMMETT","ID","83617","GEM",72,26280,1158,10084,5726,32,22,62,36,458,4,"135020",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",5901,4,"","F","07/30/2018","F","",2017,364
"1203779","135084","OAK CREEK REHAB CENTER","500 POLK STREET EAST","KIMBERLY","ID","83341","TWIN FALLS",57,20805,535,8250,3019,24,46,14,22,179,4,"135084",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",2001,4,"","F","07/27/2018","F","",2017,364
"1203780","135129","SAWTOOTH HEALTHCARE  INC.","600 SHANAFELT STREET","SALMON","ID","83467","LEMHI",45,16425,1066,8656,1417,28,26,11,38,332,4,"135129",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",2001,4,"","F","07/27/2018","F","",2017,364
"1203781","145122","DOBSON PLAZA  INC.","120 DODGE AVENUE","EVANSTON","IL","60202","COOK",97,35405,2439,15570,14095,35,100,100,69,155,4,"145122",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",5901,4,"","F","07/30/2018","F","",2017,364
"1203782","145208","BRIDGEVIEW HEALTH CARE CENTER  LTD.","8100 S. HARLEM AVENUE","BRIDGEVIEW","IL","60455","COOK",142,51830,3998,38064,NA,82,200,NA,48,190,4,"145208",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",5901,4,"","F","07/30/2018","F","",2017,364
"1203783","145466","TWIN LAKES REHAB & HEALTH CARE","310 S. EADS AVENUE","PARIS","IL","61944","EDGAR",62,22630,962,11449,2407,21,28,6,45,408,4,"145466",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",5901,4,"","F","07/30/2018","F","",2017,364
"1203786","145648","CENTRAL NURSING HOME","2450 N. CENTRAL","CHICAGO","IL","60639","COOK",22,8030,3173,4383,NA,85,50,NA,37,87,4,"145648",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",5901,4,"","F","07/30/2018","F","",2017,364
"1203787","145702","FAIR OAKS REHAB & HEALTH CARE CTR","1515 BLACKHAWK","SOUTH BELOIT","IL","61080","WINNEBAGO",78,28470,3902,12605,8593,127,28,64,30,450,6,"145702",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",5901,4,"","F","07/30/2018","F","",2017,364
"1203788","145712","WILLOW CREST NURSING PAVILION","515 NORTH MAIN","SANDWICH","IL","60548","DE KALB",105,38325,4496,17660,10970,76,119,251,59,148,6,"145712",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",5901,4,"","F","07/31/2018","F","",2017,364
"1203789","145720","ST. CLARAS MANOR  INC.","200 FIFTH STREET","LINCOLN","IL","62656","LOGAN",140,51100,2023,15852,9789,41,46,78,49,344,2,"145720",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",5901,4,"","F","07/30/2018","F","",2017,364
"1203790","145735","RIVER OAKS HEALTH CARE & REHAB CENTE","5151 CHURCH STREET","SKOKIE","IL","60077","COOK",61,22265,4043,13566,NA,100,100,NA,40,135,4,"145735",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",5901,4,"","F","07/31/2018","F","",2017,364
"1203791","145792","WOODBRIDGE NURSING PAVILION","2242 NORTH KEDZIE","CHICAGO","IL","60647","COOK",222,81030,6761,62488,3965,108,398,424,62,157,6,"145792",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",5901,4,"","F","07/31/2018","F","",2017,364
"1203792","145839","PARK RIDGE CARE CENTER","665 BUSSE HIGHWAY","PARK RIDGE","IL","60068","COOK",46,16790,958,11989,1765,10,39,17,95,307,6,"145839",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",5901,4,"","F","07/31/2018","F","",2017,364
"1203793","145898","WOODSIDE EXTENDED CARE","5151 CHURCH STREET","SKOKIE","IL","60077","COOK",20,7300,2335,3924,NA,50,50,NA,46,78,4,"145898",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",5901,4,"","F","07/31/2018","F","",2017,364
"1203795","155026","JOHNSON DBA GREENWOOD VILLAGE SOUTH","295 VILLAGE LANE","GREENWOOD","IN","46143","JOHNSON",137,50005,5234,24197,15880,119,106,175,43,228,9,"155026",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",5001,4,"","F","07/30/2018","F","",2017,364
"1203796","155183","THE WATERS OF MARTINSVILLE  LLC","2055 HERITAGE DRIVE","MARTINSVILLE","IN","46151","MORGAN",103,37595,3606,NA,24372,61,NA,24,59,NA,5,"155183",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",5901,4,"","F","07/30/2018","F","",2017,364
"1203797","155209","THE WATERS OF CLIFTY FALLS  LLC","950 CROSS AVENUE","MADISON","IN","47250","JEFFERSON",138,50370,4552,NA,23369,104,NA,49,43,NA,5,"155209",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",5901,4,"","F","07/31/2018","F","",2017,364
"1203798","155228","HERITAGE HOUSE OF RICHMOND","2070 CHESTER BOULEVARD","RICHMOND","IN","47374","WAYNE",87,31755,1376,21597,2227,20,26,20,68,830,9,"155228",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",8001,4,"","F","07/31/2018","F","",2017,364
"1203799","155231","RANDOLPH NURSING HOME","701 SOUTH OAK STREET","WINCHESTER","IN","47394","RANDOLPH",94,34310,3450,20438,3523,44,86,43,78,237,9,"155231",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",8001,4,"","F","07/31/2018","F","",2017,364
"1203800","155275","THE WATERS OF PRINCETON  LLC","1020 WEST VINE STREET","PRINCETON","IN","47670","GIBSON",95,34675,2741,NA,24455,38,NA,18,72,NA,5,"155275",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",5901,4,"","F","07/31/2018","F","",2017,364
"1203801","155280","THE WATERS OF DILLSBORO/ROSS MANOR","12803 LENOVER STREET","DILLSBORO","IN","47018","DEARBORN",123,44895,3843,NA,26381,63,NA,14,61,NA,5,"155280",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",5901,4,"","F","07/31/2018","F","",2017,364
"1203804","155354","NEWBURGH HEALTH CARE","10466 POLLACK AVENUE","NEWBURGH","IN","47630","WARRICK",114,41610,2826,24548,7407,37,66,72,76,371,9,"155354",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",8001,4,"","F","07/31/2018","F","",2017,364
"1203805","155389","WESTPARK  A WATERS COMMUNITY","1316 NORTH TIBBS AVENUE","INDIANAPOLIS","IN","46222","MARION",89,32485,3412,NA,15325,69,NA,67,49,NA,5,"155389",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",8001,4,"","F","07/31/2018","F","",2017,364
"1203806","155409","THE WATERS OF INDIANAPOLIS  LLC","3895 SOUTH KEYSTONE AVE","INDIANAPOLIS","IN","46227","MARION",81,29565,2248,NA,16512,42,NA,NA,53,NA,5,"155409",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",5901,4,"","F","07/31/2018","F","",2017,364
"1203808","165206","MORNINGSIDE HEALTHCARE","600 MORNINGSIDE AVENUE","IDA GROVE","IA","51445","IDA",64,23360,834,5615,5922,16,1,21,52,5615,5,"165206",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",5901,4,"","F","07/31/2018","F","",2017,364
"1203809","165208","GRANGER NURSING & REHAB CENTER","2001 KENNEDY ST","GRANGER","IA","50109","DALLAS",67,24455,754,16173,1753,12,60,5,62,269,5,"165208",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",5901,4,"","F","07/24/2018","F","",2017,364
"1203810","165278","LIVING CENTER WEST","1010 - 4TH AVENUE SE","CEDAR RAPIDS","IA","52403","LINN",100,36500,2844,17955,7567,129,1,76,22,17955,2,"165278",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",5001,4,"","F","07/24/2018","F","",2017,364
"1203811","165435","HALLMARK CARE CENTER","3800 INDIAN HILLS DRIVE","SIOUX CITY","IA","51104","WOODBURY",48,17568,1166,9752,3768,19,46,28,61,212,6,"165435",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",5001,4,"","F","07/25/2018","F","",2017,364
"1203813","175359","GOOD SAMARITAN SOCIETY - WAMEGO","2011 GRANDVIEW DR","WAMEGO","KS","66547","POTTAWATOMIE",50,18250,970,7981,7794,18,38,67,53,210,1,"175359",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",3001,4,"","F","07/26/2018","F","",2017,364
"1203814","195176","BELLE VIE LIVING CENTER","535 COMMERCE STREET","GRETNA","LA","70053","JEFFERSON",89,32485,3283,22076,3770,89,32,91,36,689,4,"195176",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",5901,4,"","F","07/30/2018","F","",2017,364
"1203815","215142","5001 CHESAPEAKE SHORES","21412 GREAT MILLS ROAD","LEXINGTON PARK","MD","20653","ST. MARYS",117,42705,4962,29454,3458,119,120,77,41,245,5,"215142",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",5901,4,"","F","07/31/2018","F","",2017,364
"1203816","225287","HERITAGE NURSING CARE CENTER","841 MERRIMACK STREET","LOWELL","MA","01854","MIDDLESEX",142,51830,1132,30142,11270,24,79,77,47,381,6,"225287",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",14011,4,"","F","07/31/2018","F","",2017,364
"1203817","225294","ACADEMY MANOR","89 MORTON STREET","ANDOVER","MA","01810","ESSEXMA",174,63510,4370,27316,18974,147,82,151,29,333,4,"225294",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",14011,4,"","F","07/31/2018","F","",2017,364
"1203818","225295","WINGATE AT WILBRAHAM  INC.","9 MAPLE STREET","WILBRAHAM","MA","01095","HAMPDEN",135,49275,3274,29974,12260,150,106,263,21,282,4,"225295",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",14011,4,"","F","07/31/2018","F","",2017,364
"1203819","225297","LIGHTHOUSE NURSING CARE CENTER","204 PROCTOR AVENUE","REVERE","MA","02151","SUFFOLK",123,44895,6998,28469,4785,309,75,70,22,379,4,"225297",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",14011,4,"","F","07/31/2018","F","",2017,364
"1203820","225303","SRC EAST LONGMEADOW  INC.","32 CHESTNUT STREET","EAST LONGMEADOW","MA","01028","HAMPDEN",135,49275,3569,21674,10523,191,121,292,18,179,4,"225303",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",14011,4,"","F","07/31/2018","F","",2017,364
"1203821","225390","PARSONS HILL NURSING HOME AND REHAB","1350 MAIN STREET","WORCESTER","MA","01603","WORCESTER",162,59130,2231,46880,3321,29,326,79,76,143,5,"225390",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",13001,4,"","F","07/31/2018","F","",2017,364
"1203822","225431","WINGATE AT READING  INC.","1364 MAIN STREET","READING","MA","01867","MIDDLESEX",123,44895,2825,24957,12722,89,50,156,31,499,4,"225431",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",14011,4,"","F","07/30/2018","F","",2017,364
"1203823","235072","OAKVIEW MEDICAL CARE FACILITY","1001 DIANA","LUDINGTON","MI","49431","MASON",96,35040,2341,26166,4761,63,38,71,37,688,8,"235072",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",6001,4,"","F","07/31/2018","F","",2017,364
"1203824","235076","NEWAYGO MEDICAL CARE FACILITY","4465 WEST 48TH STREET","FREMONT","MI","49412","NEWAYGO",116,42340,1171,32030,4823,38,46,68,30,696,9,"235076",NA,2,2017-01-01,2017-12-31,"07/31/2018","N","N","F",6001,4,"","F","07/31/2018","F","",2017,364
